movie_id,budget,original_language,popularity,release_date,runtime,runtime_cat,revenue,sw_lang_en,sw_web_presence,sw_has_poster,sw_tagline,keyword_cnt,release_year,release_month,high_release_month,release_day,seasonality,sw_collection,producers_cnt,countries_cnt,lang_US,lang_FR,lang_RU,lang_ES,lang_JA,keywords_cnt,actor0_movies_cnt,actor0_movies_5y_cnt,actor1_movies_cnt,actor1_movies_5y_cnt,actor2_movies_cnt,actor2_movies_5y_cnt,sw_female_actor0,sw_female_actor1,sw_female_actor2,sw_male_actor0,sw_male_actor1,sw_male_actor2,actor0_prev_revenue,actor1_prev_revenue,actor2_prev_revenue,director_movies_cnt,director_movies_5y_cnt,genre_adventure,genre_fantasy,genre_animation,genre_drama,genre_horror,genre_action,genre_comedy,genre_history,genre_western,genre_thriller,genre_crime,genre_documentary,genre_science_fiction,genre_mystery,genre_music,genre_romance,genre_family,genre_war,genre_foreign,depart_Art,depart_Camera,depart_Crew,depart_Custom_Mkup,depart_Directing,depart_Editing,depart_Lighting,depart_Production,depart_Sound,depart_Visual_Effects,depart_Writing,depart_Art_female,depart_Camera_female,depart_Crew_female,depart_Custom_Mkup_female,depart_Directing_female,depart_Editing_female,depart_Lighting_female,depart_Production_female,depart_Sound_female,depart_Visual_Effects_female,depart_Writing_female
481,0,en,0.182717,1954-02-09,91,Short,1300000,1,0,1,1,1,1954,2,0,9,-15309317,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
482,10500000,hi,1.970481,2009-01-16,149,Large,9400000,0,1,1,0,2,2009,1,0,16,-50746591,0,1,1,0,0,0,0,0,2,5,4,2,2,1,1,0,0,1,1,1,0,355962,NULL,NULL,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
483,48000000,en,4.556123,2001-10-19,132,Large,35743308,1,0,1,1,11,2001,10,1,19,-28659422,0,1,1,1,0,0,0,0,11,15,6,13,9,1,1,1,0,0,0,1,1,84565230,250821495,NULL,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
484,13500000,en,3.531089,2015-09-18,129,Large,187674,1,1,1,1,1,2015,9,1,18,-37667937,0,2,1,1,0,0,0,0,1,4,4,0,0,13,2,0,0,0,1,0,1,NULL,NULL,90565421,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
485,0,en,2.183504,1993-08-06,85,Short,3335984,1,0,1,1,4,1993,8,1,6,-33273015,0,1,1,1,0,0,0,0,4,0,0,2,1,1,1,0,1,0,0,0,1,NULL,2459895,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
486,25000000,en,5.481452,2010-09-10,122,Large,15478800,1,1,1,1,10,2010,9,1,10,-37667937,0,2,1,1,0,0,0,0,10,8,5,7,6,15,4,1,0,0,0,1,1,44703995,748806957,55447968,4,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,13,5,8,11,2,9,2,5,13,3,4,2,0,0,1,0,0,0,2,0,0,0
487,60000000,en,7.685548,1998-05-14,170,Large,186883563,1,0,1,0,19,1998,5,0,14,21757736,0,2,1,1,0,0,0,0,19,13,0,6,4,12,5,0,1,0,1,0,1,128499205,254700832,920100000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,2,1,3,0,7,6,0,3,1,0,0,1,0,0,0,3,0,0,0
488,4500000,ru,1.833185,2006-03-16,65,Short,3468423,0,1,1,0,4,2006,3,0,16,-7149862,0,1,1,0,0,1,0,0,4,0,0,0,0,0,0,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
489,9000000,en,27.756026,2014-07-17,104,Medium,108782847,1,0,1,1,18,2014,7,0,17,40981593,0,5,2,1,0,0,0,0,18,13,10,8,2,3,3,0,1,0,1,0,1,714766572,31148328,6405245,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,8,7,9,2,3,5,10,9,4,2,0,0,0,0,0,0,0,2,0,0,0
490,250000,en,1.924535,1991-04-05,85,Short,609524,1,0,1,0,10,1991,4,0,5,-28405871,0,1,1,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
491,590235,en,8.888393,2009-02-09,92,Short,1725381,1,1,1,1,11,2009,2,0,9,-15309317,0,1,1,1,0,0,0,0,11,13,5,23,5,8,3,1,0,0,0,1,1,129000000,173013509,NULL,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,7,2,13,1,0,0,0,0,0,0,0,1,0,0,0
492,35000000,en,5.80986,2007-10-22,92,Short,63215872,1,0,1,1,13,2007,10,1,22,-28659422,0,6,1,1,0,0,0,0,13,19,3,23,8,26,4,0,1,0,1,0,1,186883563,128499205,358372926,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1,1,0,7,1,0,1,0,0,0,1,0,0,0,2,0,0,0
493,12000000,en,8.435294,2012-11-08,95,Medium,66351,1,1,1,1,14,2012,11,0,8,31944703,0,5,2,1,0,0,0,0,14,12,4,13,9,4,0,0,1,0,1,0,1,1725381,400062763,173013509,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,5,13,5,2,6,0,5,10,1,1,0,0,0,0,0,0,0,1,0,0,0
494,0,en,9.116245,1985-06-20,110,Medium,37803872,1,0,1,1,3,1985,6,0,20,74205073,0,1,1,1,0,0,0,0,3,4,4,1,1,0,0,0,0,0,1,1,1,33697647,33697647,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0
495,2000000,en,2.300459,2009-10-10,97,Medium,7306,1,1,1,1,2,2009,10,1,10,-28659422,0,4,1,1,0,0,0,0,2,4,1,12,4,11,4,0,1,1,1,0,0,114660784,313542341,180622424,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,25000000,en,10.323838,1997-10-10,99,Medium,11838218,1,0,1,1,0,1997,10,1,10,-28659422,0,2,1,1,0,0,0,0,0,3,2,11,5,0,0,0,0,0,1,1,0,6472990,13130349,NULL,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
497,2800000,en,12.560942,2017-04-21,80,Short,3600000,1,1,1,1,1,2017,4,0,21,-28405871,0,2,1,1,0,0,0,0,1,0,0,0,0,8,1,NULL,0,1,NULL,0,0,NULL,NULL,75450437,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,6,1,5,4,1,2,7,12,6,2,1,0,0,1,0,0,0,1,0,0,0
498,15000000,en,18.451321,1992-11-05,84,Short,44065653,1,0,1,1,7,1992,11,0,5,31944703,0,1,1,1,0,0,0,0,7,4,4,1,0,4,4,0,0,0,1,1,1,49797148,NULL,NULL,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
499,0,en,0.91505,2006-09-09,152,Large,25,1,0,1,1,0,2006,9,1,9,-37667937,0,NULL,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
500,80000000,en,11.760218,2015-09-21,89,Short,473226958,1,0,1,1,17,2015,9,1,21,-37667937,0,2,1,1,0,0,0,0,17,28,8,12,7,7,6,0,0,1,1,1,0,243637091,91636986,297138014,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0
501,0,fr,7.872569,1969-09-10,145,Large,741766,0,0,1,1,8,1969,9,1,10,-37667937,0,3,2,1,1,0,0,0,8,1,0,0,0,1,1,0,0,0,1,1,1,263404,NULL,NULL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0
502,57000000,en,11.82081,2005-10-06,123,Large,52034889,1,0,1,1,8,2005,10,1,6,-28659422,0,4,1,1,0,0,0,0,8,8,8,16,6,21,6,0,1,1,1,0,0,926287400,262797249,170128460,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
503,0,en,8.35399,2015-04-09,104,Medium,316472,1,0,1,0,6,2015,4,0,9,-28405871,0,3,1,1,0,0,0,0,6,25,5,12,4,8,5,0,1,1,1,0,0,235860116,195745823,243843127,5,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5,3,1,7,2,4,2,6,5,3,1,1,0,0,2,0,0,0,1,0,0,0
504,25000000,en,4.558992,1995-09-15,128,Large,13071518,1,0,1,1,4,1995,9,1,15,-37667937,0,2,1,1,0,0,0,0,4,14,8,12,5,4,3,0,0,0,1,1,1,116700000,52293982,152022101,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
505,0,en,10.460298,1957-05-30,122,Large,11750000,1,0,1,1,4,1957,5,0,30,21757736,0,1,1,1,0,0,0,0,4,2,2,2,1,1,0,0,0,1,1,1,0,14400000,1300000,NULL,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,1,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0
506,10000000,fr,5.3584,2011-11-02,109,Medium,10759,0,1,1,1,8,2011,11,0,2,31944703,0,6,1,1,1,0,0,0,8,9,5,13,4,1,1,1,0,0,0,1,1,457363168,230884728,NULL,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,2,0,3,1,0,2,0,0,0,0,0,0,0,1,0,0,0
507,25000000,en,10.510245,2008-10-17,104,Medium,6673422,1,1,1,1,4,2008,10,1,17,-28659422,0,4,1,1,1,0,0,0,4,38,10,45,7,18,2,0,0,0,1,1,1,296000000,330444045,156822020,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,8,1,0,2,0,0,0,0,0,0,0,1,0,0,0
508,60000000,en,8.462364,1998-03-06,131,Large,102367405,1,0,1,1,5,1998,3,0,6,-7149862,0,2,1,1,0,0,0,0,5,15,5,13,8,13,6,0,0,0,1,1,1,136400000,159055768,36489888,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,11,12,18,9,4,6,5,19,18,2,2,0,0,0,2,1,2,0,6,0,0,0
509,60000,en,10.621362,1998-07-10,84,Short,3221152,1,1,1,1,9,1998,7,0,10,40981593,0,4,1,1,0,0,0,0,9,0,0,3,1,0,0,0,0,0,1,1,1,NULL,107217396,NULL,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0
510,6500000,en,9.312354,2014-12-04,89,Short,13865435,1,0,1,1,8,2014,12,1,4,32322910,0,3,1,1,0,0,0,0,8,2,2,19,5,2,2,1,0,0,0,1,1,3003,113020255,11650,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,11,3,3,3,0,13,4,11,2,0,0,0,0,1,0,0,0,0,0,0
511,910000,en,18.211093,1954-06-22,108,Medium,9600000,1,0,1,1,6,1954,6,0,22,74205073,0,2,1,1,0,0,0,0,6,1,1,1,1,0,0,0,0,0,1,1,1,NULL,NULL,NULL,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
512,22000000,en,9.863789,2017-01-19,100,Medium,194647323,1,1,1,1,8,2017,1,0,19,-50746591,0,7,1,1,0,0,0,0,8,41,4,7,4,10,7,0,1,0,1,0,1,207515725,209154322,243637091,12,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,6,8,2,4,1,6,2,8,8,13,6,0,0,1,0,0,1,0,2,2,0,2
513,93,en,11.096527,2011-01-28,107,Medium,2500000,1,1,1,1,15,2011,1,0,28,-50746591,1,3,1,1,0,0,0,0,15,5,2,6,2,0,0,1,1,1,0,0,0,266000000,147934180,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
514,27000000,en,8.907074,1994-09-15,99,Medium,101646581,1,0,1,1,4,1994,9,1,15,-37667937,0,6,2,1,0,0,0,0,4,9,4,2,0,6,3,0,1,0,1,0,1,137298489,70136369,NULL,4,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3,1,0,2,2,1,0,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0
515,0,en,6.625607,2016-04-08,96,Medium,53447,1,1,1,1,4,2016,4,0,8,-28405871,0,3,2,1,0,0,0,0,4,0,0,0,0,6,1,1,0,1,0,1,0,NULL,NULL,285176741,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
516,12000000,en,5.875606,1999-09-10,99,Medium,21133087,1,0,1,1,17,1999,9,1,10,-37667937,0,1,1,1,0,0,0,0,17,17,6,2,0,7,5,0,1,1,1,0,0,355237933,NULL,44332015,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,2,1,0,2,0,0,0,0,0,1,0,1,0,0,0
517,2000000,ta,0.570021,2000-04-14,156,Large,6000000,0,0,1,0,6,2000,4,0,14,-28405871,0,1,1,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,1,0,0,NULL,500000,NULL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,3,0,4,0,0,1,0,0,0,0,0,0,0,0
518,15000000,en,11.85302,2014-11-26,123,Large,123726688,1,1,1,1,8,2014,11,0,26,31944703,0,1,1,1,1,0,0,0,8,5,2,8,5,2,0,0,1,0,1,0,1,59908565,13204291,NULL,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,5,5,10,3,5,2,18,21,4,3,0,0,0,0,0,0,0,4,0,0,0
519,149000000,en,294.337037,2017-05-30,141,Large,820580447,1,1,1,1,14,2017,5,0,30,21757736,0,7,1,1,0,0,0,0,14,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,32000000,en,8.074218,2012-09-07,137,Large,28258060,1,0,1,1,10,2012,9,1,7,-37667937,0,3,1,1,0,0,0,0,10,15,1,28,8,16,10,0,0,1,1,1,0,408247917,173013509,162966177,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,11,3,7,1,6,12,0,1,1,0,0,0,1,1,0,2,1,0,0
521,30000000,en,8.142166,2001-01-12,108,Medium,18195610,1,1,1,1,14,2001,1,0,12,-50746591,0,4,2,1,0,0,0,0,14,8,7,4,4,14,2,0,1,0,1,0,1,157387195,103166989,356830601,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,1,1,1,1,0,10,1,0,1,1,0,0,0,0,0,0,3,0,0,0
522,0,en,1.380258,2014-04-24,116,Medium,365522,1,0,1,1,11,2014,4,0,24,-28405871,0,1,1,1,0,0,0,0,11,2,0,0,0,0,0,0,0,1,1,0,0,11657385,NULL,NULL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0
523,10000000,en,7.412826,2014-12-24,105,Medium,28883511,1,0,1,1,3,2014,12,1,24,32322910,0,4,2,1,1,0,0,0,3,20,8,11,10,5,3,1,0,1,0,1,0,662845518,268426634,3485127,16,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0
524,13000000,en,11.14704,1956-10-05,220,Large,122700000,1,0,1,0,9,1956,10,1,5,-28659422,0,2,1,1,0,0,0,0,9,0,0,0,0,2,0,0,0,1,1,1,0,NULL,NULL,1200000,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,4,5,1,0,2,1,0,7,0,0,0,0,0,1,0,0,0,0,0
525,0,ta,1.532894,2005-06-17,181,Large,8500000,0,0,1,0,5,2005,6,0,17,74205073,0,1,1,0,0,0,0,0,5,1,1,0,0,4,1,0,0,0,1,0,0,3,NULL,6000000,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,4,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0
526,4000000,en,6.780752,2011-04-09,99,Medium,25345000,1,0,1,1,9,2011,4,0,9,-28405871,0,3,1,1,0,0,0,0,9,9,2,1,1,4,1,1,0,0,0,1,1,108047131,NULL,NULL,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0
527,20000000,en,8.34835,2011-07-01,109,Medium,17425000,1,0,1,1,6,2011,7,0,1,40981593,0,6,2,1,0,0,0,0,6,1,1,3,2,2,1,1,1,0,0,0,1,297138014,237681299,117719158,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,1,11,2,0,5,0,0,0,0,0,0,0,6,0,0,2
528,62000000,en,6.258666,2008-06-20,87,Short,41819064,1,1,1,1,13,2008,6,0,20,74205073,0,3,3,1,0,0,0,0,13,11,2,11,9,4,4,0,1,0,1,0,1,16757163,330579719,15309302,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,3,0,4,2,0,2,0,0,0,2,0,1,0,0,0,0,0
529,78146652,en,9.097953,2009-03-19,125,Large,60000000,1,1,1,1,1,2009,3,0,19,-7149862,0,4,2,1,0,1,1,0,1,15,9,26,5,21,9,0,1,0,1,0,1,158733820,363889678,294456605,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,9,4,6,8,3,2,3,5,11,0,1,0,0,0,0,1,0,0,4,1,0,0
530,28000000,en,6.053567,2006-05-12,103,Medium,38159905,1,0,1,1,10,2006,5,0,12,21757736,0,3,1,1,0,0,0,0,10,4,4,2,2,1,1,1,1,0,0,0,1,129042871,66468332,95149435,5,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4,1,0,1,1,2,0,7,1,0,5,0,0,0,0,0,1,0,1,0,0,1
531,4100000,en,3.826281,1953-09-16,135,Large,36000000,1,0,1,1,2,1953,9,1,16,-37667937,0,1,1,1,0,0,0,0,2,0,0,0,0,2,2,0,1,0,1,0,1,NULL,NULL,NULL,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,1,1,0,1,1,0,4,0,0,0,0,0,1,0,0,0,0,1
532,0,en,6.316596,2016-10-02,117,Medium,226286,1,1,1,0,3,2016,10,1,2,-28659422,0,5,1,1,0,0,0,0,3,0,0,0,0,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,18000000,en,6.41742,1986-06-06,107,Medium,9697739,1,0,1,1,5,1986,6,0,6,74205073,0,1,1,1,0,0,0,0,5,3,3,5,5,4,4,1,1,1,0,0,0,333000000,87987055,8692426,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
534,40000000,en,9.034929,2010-07-03,107,Medium,126248813,1,0,1,1,11,2010,7,0,3,40981593,0,4,1,1,0,1,1,0,11,3,1,5,4,31,7,0,1,0,1,0,1,207515725,585349010,156822020,2,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,12,6,5,5,3,1,4,9,13,2,3,0,0,0,2,1,0,0,3,1,0,0
535,4000000,en,4.661689,2007-09-20,105,Medium,46474,1,1,1,1,10,2007,9,1,20,-37667937,0,2,3,1,0,0,0,0,10,6,4,0,0,0,0,0,0,0,1,0,1,876688482,NULL,NULL,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0
536,45000000,en,11.221186,2008-09-15,160,Large,9323833,1,0,1,0,6,2008,9,1,15,-37667937,0,4,2,1,0,0,0,0,6,8,6,4,2,5,4,0,0,0,1,1,1,63215872,75781642,230884728,11,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,6,1,0,2,0,0,0,0,0,0,0,1,0,0,0
537,3000000,en,0.527297,2002-08-01,113,Medium,19184015,1,0,1,0,4,2002,8,1,1,-33273015,0,NULL,1,1,0,0,0,0,4,6,3,0,0,0,0,0,NULL,NULL,1,NULL,NULL,141407024,NULL,NULL,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0
538,75000000,en,13.249824,1996-06-06,136,Large,335062621,1,0,1,1,6,1996,6,0,6,74205073,0,2,1,1,0,0,0,0,6,26,4,12,3,8,5,0,0,0,1,1,1,474171806,41382841,355237933,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,1,2,3,1,0,7,8,1,3,1,0,0,1,1,0,0,1,0,0,0
539,48000000,en,14.788987,1989-05-24,127,Large,474171806,1,1,1,1,18,1989,5,0,24,21757736,0,2,1,1,0,0,0,0,18,17,3,18,3,7,2,0,0,0,1,1,1,333000000,141195658,50750000,10,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,4,2,2,0,9,4,2,4,0,0,0,1,0,0,0,2,0,0,0
540,0,en,4.39817,2011-04-22,87,Short,621951,1,1,1,1,3,2011,4,0,22,-28405871,0,1,1,1,0,0,0,0,3,1,0,9,1,0,0,0,0,0,1,1,0,NULL,217764291,NULL,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
541,150000000,en,11.30428,2015-09-24,111,Medium,128388320,1,0,1,1,7,2015,9,1,24,-37667937,0,4,1,1,0,0,0,0,7,0,0,10,5,25,11,0,0,0,1,1,1,NULL,400062763,459359555,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,2,2,0,6,5,1,2,0,0,0,1,0,0,0,1,0,0,0
542,6900000,en,6.8652,1993-09-24,102,Medium,7993039,1,0,1,1,9,1993,9,1,24,-37667937,0,3,1,1,0,0,0,0,9,1,1,0,0,0,0,0,0,1,1,1,0,NULL,NULL,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0
543,65000000,en,11.023042,1998-11-13,100,Medium,40002112,1,0,1,1,17,1998,11,0,13,31944703,0,3,1,1,0,0,0,0,17,2,2,3,3,2,2,1,0,0,0,1,1,125586134,125586134,13071518,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,6,12,8,3,3,4,11,12,5,2,2,0,0,0,1,0,0,2,1,1,1
544,79000000,en,29.423537,2002-12-18,179,Large,926287400,1,1,1,1,15,2002,12,1,18,32322910,0,3,2,1,0,0,0,0,15,11,4,8,3,12,3,0,0,0,1,1,1,871368364,871368364,871368364,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,2,1,2,0,12,2,2,4,0,0,0,1,0,0,0,3,0,0,2
545,8000000,en,0.537378,1969-01-01,149,Large,20000000,1,0,1,1,7,1969,1,0,1,-50746591,0,1,1,1,0,0,0,0,7,2,0,0,0,0,0,1,0,0,0,1,1,7000000,NULL,NULL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,4,0,0,0,1,0,0,0,0,0,0,0
546,5800000,en,0.906143,2006-09-01,95,Medium,7000000,1,1,1,0,4,2006,9,1,1,-37667937,0,3,1,1,0,0,0,0,4,8,8,0,0,3,0,0,NULL,0,1,NULL,1,96105964,NULL,157387195,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,6,2,2,0,9,1,0,1,2,0,0,0,0,0,0,0,0,0,0
547,30000000,en,11.066473,2002-12-13,125,Large,105834556,1,0,1,1,7,2002,12,1,13,32322910,1,2,1,1,0,0,0,0,7,12,2,15,4,2,0,0,1,1,1,0,0,243240178,52322400,61489265,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,9,2,1,0,4,1,1,2,2,0,0,1,1,0,0,0,0,0,0
548,3500000,en,5.732016,1990-05-03,93,Short,16324573,1,0,1,1,13,1990,5,0,3,21757736,0,3,1,1,0,0,0,0,13,2,1,0,0,5,5,1,0,0,0,1,1,2120439,NULL,1108462,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,4,0,1,1,0,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0
